Time,Cmax
37.47,103.2
37.49,103.2
37.5,103.2
37.52,103.2
37.53,103.2
37.55,103.2
37.57,103.2
37.58,103.2
37.6,103.2
37.61,103.2
37.63,103.2
37.65,103.2
37.66,103.2
37.68,103.2
37.69,103.2
37.71,103.2
37.73,103.2
37.74,103.2
37.76,103.2
37.77,103.2
37.79,103.2
37.8,103.2
37.82,103.2
37.84,103.2
37.85,103.2
37.87,103.2
37.88,103.2
37.9,103.2
37.92,103.2
37.93,103.2
37.95,103.2
37.96,103.2
37.98,103.2
38.0,103.2
38.01,103.2
38.03,103.2
38.04,103.2
38.06,103.2
38.08,103.2
38.09,103.2
38.11,103.2
38.12,103.2
38.14,103.2
38.16,103.2
38.17,103.2
38.19,103.2
38.2,103.2
38.22,103.2
38.24,103.2
38.25,103.2
38.27,103.2
38.28,103.2
38.3,103.2
38.31,103.2
38.33,103.2
38.35,103.2
38.36,103.2
38.38,103.2
38.39,103.2
38.41,103.2
38.43,103.2
38.44,103.2
38.46,103.2
38.48,103.2
38.49,103.2
38.51,103.2
38.52,103.2
38.54,103.2
38.55,103.2
38.57,103.2
38.59,103.2
38.6,103.2
38.62,103.2
38.63,103.2
38.65,103.2
38.67,103.2
38.68,103.2
38.7,103.2
38.71,103.2
38.73,103.2
38.74,103.2
38.76,103.2
38.78,103.2
38.79,103.2
38.81,103.2
38.82,103.2
38.84,103.2
38.86,103.2
38.87,103.2
38.89,103.2
38.9,103.2
38.92,103.2
38.94,103.2
38.95,103.2
38.97,103.2
38.98,103.2
39.0,103.2
39.02,103.2
39.03,103.2
39.05,103.2
39.06,103.2
39.08,103.2
39.1,103.2
39.11,103.2
39.13,103.2
39.14,103.2
39.16,103.2
39.18,103.2
39.19,103.2
39.21,103.2
39.22,103.2
39.24,103.2
39.25,103.2
39.27,103.2
39.29,103.2
39.3,103.2
39.32,103.2
39.33,103.2
39.35,103.2
39.37,103.2
39.38,103.2
39.4,103.2
39.41,103.2
39.43,103.2
39.45,103.2
39.46,103.2
39.48,103.2
39.49,103.2
39.51,103.2
39.53,103.2
39.54,103.2
39.56,103.2
39.57,103.2
39.59,103.2
39.6,103.2
39.62,103.2
39.64,103.2
39.65,103.2
39.67,103.2
39.68,103.2
39.7,103.2
39.72,103.2
39.73,103.2
39.75,103.2
39.77,103.2
39.78,103.2
39.8,103.2
39.81,103.2
39.83,103.2
39.85,103.2
39.86,103.2
39.88,103.2
39.89,103.2
39.91,103.2
39.92,103.2
39.94,103.2
39.96,103.2
39.97,103.2
39.99,103.2
40.0,103.2
40.02,103.2
40.04,103.2
40.05,103.2
40.07,103.2
40.08,103.2
40.1,103.2
40.12,103.2
40.13,103.2
40.15,103.2
40.16,103.2
40.18,103.2
40.2,103.2
40.21,103.2
40.23,103.2
40.24,103.2
40.26,103.2
40.28,103.2
40.29,103.2
40.31,103.2
40.32,103.2
40.34,103.2
40.36,103.2
40.37,103.2
40.39,103.2
40.4,103.2
40.42,103.2
40.44,103.2
40.45,103.2
40.47,103.2
40.48,103.2
40.5,103.2
40.51,103.2
40.53,103.2
40.55,103.2
40.56,103.2
40.58,103.2
40.59,103.2
40.61,103.2
40.63,103.2
40.64,103.2
40.66,103.2
40.67,103.2
40.69,103.2
40.71,103.2
40.72,103.2
40.74,103.2
40.75,103.2
40.77,103.2
40.78,103.2
40.8,103.2
40.82,103.2
40.83,103.2
40.85,103.2
40.86,103.2
40.88,103.2
40.9,103.2
40.91,103.2
40.93,103.2
40.94,103.2
40.96,103.2
40.98,103.2
40.99,103.2
41.01,103.2
41.02,103.2
41.04,103.2
41.05,103.2
41.07,103.2
41.09,103.2
41.1,103.2
41.12,103.2
41.14,103.2
41.15,103.2
41.17,103.2
41.18,103.2
41.2,103.2
41.21,103.2
41.23,103.2
41.25,103.2
41.26,103.2
41.27,103.2
41.29,103.2
41.31,103.2
41.33,103.2
41.34,103.2
41.36,103.2
41.37,103.2
41.39,103.2
41.4,103.2
41.42,103.2
41.43,103.2
41.45,103.2
41.47,103.2
41.48,103.2
41.5,103.2
41.52,103.2
41.53,103.2
41.54,103.2
41.55,103.2
41.56,103.2
41.58,103.2
41.6,103.2
41.63,103.2
41.64,103.2
41.66,103.2
41.67,103.2
41.68,103.2
41.69,103.2
41.7,103.2
41.72,103.2
41.78,103.2
41.83,103.2
41.86,103.2
41.88,103.2
41.89,103.2
41.9,103.2
41.92,103.2
41.96,103.2
41.98,103.2
42.02,103.2
42.05,103.2
42.07,103.2
42.09,103.2
42.11,103.2
42.13,103.2
42.14,103.2
42.16,103.2
42.17,103.2
42.18,103.2
42.19,103.2
42.21,103.2
42.22,103.2
42.24,103.2
42.25,103.2
42.27,103.2
42.29,103.2
42.3,103.2
42.32,103.2
42.34,103.2
42.35,103.2
42.37,103.2
42.38,103.2
42.39,103.2
42.42,103.2
42.43,103.2
42.45,103.2
42.46,103.2
42.48,103.2
42.49,103.2
42.51,103.2
42.53,103.2
42.54,103.2
42.56,103.2
42.57,103.2
42.59,103.2
42.61,103.2
42.62,103.2
42.64,103.2
42.65,103.2
42.67,103.2
42.69,103.2
42.7,103.2
42.72,103.2
42.73,103.2
42.75,103.2
42.77,103.2
42.78,103.2
42.8,103.2
42.81,103.2
42.83,103.2
42.85,103.2
42.86,103.2
42.88,103.2
42.89,103.2
42.91,103.2
42.93,103.2
42.94,103.2
42.96,103.2
42.97,103.2
42.99,103.2
43.01,103.2
43.02,103.2
43.04,103.2
43.05,103.2
43.07,103.2
43.09,103.2
43.1,103.2
43.12,103.2
43.13,103.2
43.15,103.2
43.17,103.2
43.18,103.2
43.2,103.2
43.21,103.2
43.23,103.2
43.25,103.2
43.26,103.2
43.28,103.2
43.29,103.2
43.31,103.2
43.33,103.2
43.34,103.2
43.36,103.2
43.37,103.2
43.39,103.2
43.41,103.2
43.42,103.2
43.44,103.2
43.45,103.2
43.47,103.2
43.48,103.2
43.5,103.2
43.52,103.2
43.53,103.2
43.55,103.2
43.56,103.2
43.58,103.2
43.6,103.2
43.61,103.2
43.63,103.2
43.64,103.2
43.66,103.2
43.68,103.2
43.69,103.2
43.71,103.2
43.72,103.2
43.74,103.2
43.76,103.2
43.77,103.2
43.79,103.2
43.8,103.2
43.82,103.2
43.84,103.2
43.85,103.2
43.87,103.2
43.88,103.2
43.9,103.2
43.92,103.2
43.93,103.2
43.95,103.2
43.96,103.2
43.98,103.2
44.0,103.2
44.01,103.2
44.03,103.2
44.04,103.2
44.06,103.2
44.07,103.2
44.09,103.2
44.11,103.2
44.12,103.2
44.14,103.2
44.15,103.2
44.17,103.2
44.19,103.2
44.2,103.2
44.22,103.2
44.23,103.2
44.25,103.2
44.27,103.2
44.28,103.2
44.3,103.2
44.31,103.2
44.33,103.2
44.34,103.2
44.36,103.2
44.38,103.2
44.39,103.2
44.41,103.2
44.42,103.2
44.44,103.2
44.46,103.2
44.47,103.2
44.49,103.2
44.5,103.2
44.52,103.2
44.54,103.2
44.55,103.2
44.57,103.2
44.58,103.2
44.6,103.2
44.62,103.2
44.63,103.2
44.65,103.2
44.66,103.2
44.68,103.2
44.69,103.2
44.71,103.2
44.73,103.2
44.74,103.2
44.76,103.2
44.77,103.2
44.79,103.2
44.81,103.2
44.82,103.2
44.84,103.2
44.85,103.2
44.87,103.2
44.89,103.2
44.9,103.2
44.92,103.2
44.93,103.2
44.95,103.2
44.96,103.2
44.98,103.2
45.0,103.2
45.01,103.2
45.03,103.2
45.04,103.2
45.06,103.2
45.08,103.2
45.09,103.2
45.11,103.2
45.12,103.2
45.14,103.2
45.16,103.2
45.17,103.2
45.19,103.2
45.2,103.2
45.22,103.2
45.24,103.2
45.25,103.2
45.27,103.2
45.28,103.2
45.3,103.2
45.32,103.2
45.33,103.2
45.35,103.2
45.36,103.2
45.38,103.2
45.4,103.2
45.41,103.2
45.43,103.2
45.44,103.2
45.46,103.2
45.48,103.2
45.49,103.2
45.51,103.2
45.52,103.2
45.54,103.2
45.56,103.2
45.57,103.2
45.59,103.2
45.6,103.2
45.62,103.2
45.64,103.2
45.65,103.2
45.67,103.2
45.68,103.2
45.7,103.2
45.72,103.2
45.73,103.2
45.75,103.2
45.76,103.2
45.78,103.2
45.8,103.2
45.81,103.2
45.83,103.2
45.84,103.2
45.86,103.2
45.88,103.2
45.89,103.2
45.91,103.2
45.92,103.2
45.94,103.2
45.95,103.2
45.97,103.2
45.99,103.2
46.0,103.2
46.02,103.2
46.04,103.2
46.05,103.2
46.07,103.2
46.08,103.2
46.1,103.2
46.11,103.2
46.13,103.2
46.15,103.2
46.16,103.2
46.18,103.2
46.19,103.2
46.21,103.2
46.23,103.2
46.24,103.2
46.26,103.2
46.27,103.2
46.29,103.2
46.31,103.2
46.32,103.2
46.34,103.2
46.35,103.2
46.37,103.2
46.39,103.2
46.4,103.2
46.42,103.2
46.43,103.2
46.45,103.2
46.47,103.2
46.48,103.2
46.5,103.2
46.51,103.2
46.53,103.2
46.55,103.2
46.56,103.2
46.58,103.2
46.59,103.2
46.61,103.2
46.63,103.2
46.64,103.2
46.66,103.2
46.67,103.2
46.69,103.2
46.7,103.2
46.72,103.2
46.74,103.2
46.75,103.2
46.77,103.2
46.78,103.2
46.8,103.2
46.82,103.2
46.83,103.2
46.85,103.2
46.86,103.2
46.88,103.2
46.9,103.2
46.91,103.2
46.93,103.2
46.94,103.2
46.96,103.2
46.98,103.2
46.99,103.2
47.01,103.2
47.02,103.2
47.04,103.2
47.06,103.2
47.07,103.2
47.09,103.2
47.1,103.2
47.12,103.2
47.14,103.2
47.15,103.2
47.17,103.2
47.18,103.2
47.2,103.2
47.22,103.2
47.23,103.2
47.25,103.2
47.26,103.2
47.28,103.2
47.3,103.2
47.31,103.2
47.33,103.2
47.34,103.2
47.36,103.2
47.38,103.2
47.39,103.2
47.41,103.2
47.42,103.2
47.44,103.2
47.46,103.2
47.47,103.2
47.49,103.2
47.5,103.2
47.52,103.2
47.53,103.2
47.55,103.2
47.57,103.2
47.58,103.2
47.6,103.2
47.61,103.2
47.63,103.2
47.65,103.2
47.66,103.2
47.68,103.2
47.69,103.2
47.71,103.2
47.73,103.2
47.74,103.2
47.76,103.2
47.77,103.2
47.79,103.2
47.81,103.2
47.82,103.2
47.84,103.2
47.85,103.2
47.87,103.2
47.89,103.2
47.9,103.2
47.92,103.2
47.93,103.2
47.95,103.2
47.97,103.2
47.98,103.2
48.0,103.2
48.01,103.2
48.03,103.2
48.04,103.2
48.06,103.2
48.08,103.2
48.09,103.2
48.11,103.2
48.12,103.2
48.14,103.2
48.16,103.2
48.17,103.2
48.19,103.2
48.2,103.2
48.22,103.2
48.24,103.2
48.25,103.2
48.27,103.2
48.28,103.2
48.3,103.2
48.32,103.2
48.33,103.2
48.35,103.2
48.36,103.2
48.38,103.2
48.4,103.2
48.41,103.2
48.43,103.2
48.44,103.2
48.46,103.2
48.48,103.2
48.49,103.2
48.51,103.2
48.52,103.2
48.54,103.2
48.55,103.2
48.57,103.2
48.59,103.2
48.6,103.2
48.62,103.2
48.63,103.2
48.65,103.2
48.67,103.2
48.68,103.2
48.7,103.2
48.71,103.2
48.73,103.2
48.75,103.2
48.76,103.2
48.78,103.2
48.79,103.2
48.81,103.2
48.82,103.2
48.84,103.2
48.86,103.2
48.87,103.2
48.89,103.2
48.91,103.2
48.92,103.2
48.94,103.2
48.95,103.2
48.97,103.2
48.99,103.2
49.0,103.2
49.02,103.2
49.03,103.2
49.05,103.2
49.07,103.2
49.08,103.2
49.1,103.2
49.11,103.2
49.13,103.2
49.14,103.2
49.16,103.2
49.18,103.2
49.19,103.2
49.21,103.2
49.22,103.2
49.24,103.2
49.26,103.2
49.27,103.2
49.29,103.2
49.3,103.2
49.32,103.2
49.34,103.2
49.35,103.2
49.37,103.2
49.38,103.2
49.4,103.2
49.42,103.2
49.43,103.2
49.45,103.2
49.46,103.2
49.48,103.2
49.5,103.2
49.51,103.2
49.53,103.2
49.54,103.2
49.56,103.2
49.58,103.2
49.59,103.2
49.61,103.2
49.62,103.2
49.64,103.2
49.66,103.2
49.67,103.2
49.69,103.2
49.7,103.2
49.72,103.2
49.74,103.2
49.75,103.2
49.77,103.2
49.78,103.2
49.8,103.2
49.81,103.2
49.83,103.2
49.85,103.2
49.86,103.2
49.88,103.2
49.89,103.2
49.91,103.2
49.93,103.2
49.94,103.2
49.96,103.2
49.97,103.2
49.99,103.2
50.01,103.2
50.02,103.2
50.04,103.2
50.05,103.2
50.07,103.2
50.09,103.2
50.1,103.2
50.12,103.2
50.13,103.2
50.15,103.2
50.17,103.2
50.18,103.2
50.2,103.2
50.21,103.2
50.23,103.2
50.25,103.2
50.26,103.2
50.28,103.2
50.29,103.2
50.31,103.2
50.33,103.2
50.34,103.2
50.36,103.2
50.37,103.2
50.39,103.2
50.41,103.2
50.42,103.2
50.43,103.2
50.45,103.2
50.47,103.2
50.48,103.2
50.5,103.2
50.51,103.2
50.53,103.2
50.55,103.2
50.56,103.2
50.58,103.2
50.6,103.2
50.61,103.2
50.63,103.2
50.64,103.2
50.66,103.2
50.67,103.2
50.69,103.2
50.71,103.2
50.72,103.2
50.74,103.2
50.75,103.2
50.77,103.2
50.79,103.2
50.8,103.2
50.82,103.2
50.83,103.2
50.85,103.2
50.87,103.2
50.88,103.2
50.9,103.2
50.91,103.2
50.93,103.2
50.95,103.2
50.96,103.2
50.98,103.2
50.99,103.2
51.01,103.2
51.03,103.2
51.04,103.2
51.06,103.2
51.07,103.2
51.09,103.2
51.11,103.2
51.12,103.2
51.14,103.2
51.15,103.2
51.17,103.2
51.19,103.2
51.2,103.2
51.22,103.2
51.23,103.2
51.25,103.2
51.26,103.2
51.28,103.2
51.3,103.2
51.31,103.2
51.33,103.2
51.34,103.2
51.36,103.2
51.38,103.2
51.39,103.2
51.41,103.2
51.42,103.2
51.44,103.2
51.46,103.2
51.47,103.2
51.49,103.2
51.5,103.2
51.52,103.2
51.53,103.2
51.55,103.2
51.57,103.2
51.58,103.2
51.6,103.2
51.61,103.2
51.63,103.2
51.65,103.2
51.66,103.2
51.69,103.2
51.71,103.2
51.73,103.2
51.74,103.2
51.76,103.2
51.77,103.2
51.79,103.2
51.81,103.2
51.82,103.2
51.84,103.2
51.85,103.2
51.87,103.2
51.89,103.2
51.9,103.2
51.92,103.2
51.93,103.2
51.95,103.2
51.97,103.2
51.98,103.2
52.0,103.2
52.01,103.2
52.03,103.2
52.05,103.2
52.06,103.2
52.08,103.2
52.09,103.2
52.11,103.2
52.13,103.2
52.14,103.2
52.16,103.2
52.17,103.2
52.19,103.2
52.21,103.2
52.22,103.2
52.24,103.2
52.25,103.2
52.27,103.2
52.29,103.2
52.3,103.2
52.32,103.2
52.33,103.2
52.35,103.2
52.37,103.2
52.38,103.2
52.4,103.2
52.41,103.2
52.43,103.2
52.45,103.2
52.46,103.2
52.48,103.2
52.49,103.2
52.51,103.2
52.52,103.2
52.54,103.2
52.56,103.2
52.57,103.2
52.59,103.2
52.6,103.2
52.62,103.2
52.64,103.2
52.65,103.2
52.67,103.2
52.68,103.2
52.7,103.2
52.72,103.2
52.73,103.2
52.75,103.2
52.76,103.2
52.78,103.2
52.8,103.2
52.81,103.2
52.83,103.2
52.84,103.2
52.86,103.2
52.88,103.2
52.89,103.2
52.91,103.2
52.92,103.2
52.94,103.2
52.96,103.2
52.97,103.2
52.99,103.2
53.0,103.2
53.02,103.2
53.04,103.2
53.05,103.2
53.07,103.2
53.08,103.2
53.1,103.2
53.12,103.2
53.13,103.2
53.15,103.2
53.16,103.2
53.18,103.2
53.2,103.2
53.21,103.2
53.23,103.2
53.24,103.2
53.26,103.2
53.28,103.2
53.3,103.2
53.32,103.2
53.34,103.2
53.36,103.2
53.37,103.2
53.39,103.2
53.4,103.2
53.42,103.2
53.44,103.2
53.45,103.2
53.47,103.2
53.48,103.2
53.5,103.2
53.51,103.2
53.53,103.2
53.55,103.2
53.56,103.2
53.58,103.2
53.59,103.2
53.61,103.2
53.63,103.2
53.64,103.2
53.66,103.2
53.68,103.2
53.69,103.2
53.71,103.2
53.72,103.2
53.74,103.2
53.76,103.2
53.77,103.2
53.79,103.2
53.8,103.2
53.82,103.2
53.83,103.2
53.85,103.2
53.87,103.2
53.88,103.2
53.9,103.2
53.91,103.2
53.93,103.2
53.95,103.2
53.96,103.2
53.98,103.2
53.99,103.2
54.01,103.2
54.03,103.2
54.04,103.2
54.06,103.2
54.07,103.2
54.09,103.2
54.11,103.2
54.12,103.2
54.14,103.2
54.15,103.2
54.17,103.2
54.19,103.2
54.2,103.2
54.22,103.2
54.23,103.2
54.25,103.2
54.26,103.2
54.27,103.2
54.29,103.2
54.3,103.2
54.31,103.2
54.33,103.2
54.35,103.2
54.36,103.2
54.38,103.2
54.39,103.2
54.41,103.2
54.42,103.2
54.44,103.2
54.46,103.2
54.47,103.2
54.49,103.2
54.5,103.2
54.53,103.2
54.55,103.2
54.57,103.2
54.58,103.2
54.6,103.2
54.62,103.2
54.63,103.2
54.65,103.2
54.66,103.2
54.68,103.2
54.71,103.2
54.73,103.2
54.74,103.2
54.76,103.2
54.78,103.2
54.79,103.2
54.81,103.2
54.82,103.2
54.84,103.2
54.85,103.2
54.87,103.2
54.89,103.2
54.9,103.2
54.92,103.2
54.93,103.2
54.95,103.2
54.97,103.2
54.98,103.2
55.0,103.2
55.01,103.2
55.02,103.2
55.05,103.2
55.06,103.2
55.08,103.2
55.09,103.2
55.11,103.2
55.13,103.2
55.14,103.2
55.16,103.2
55.17,103.2
55.19,103.2
55.21,103.2
55.22,103.2
55.24,103.2
55.25,103.2
55.27,103.2
55.28,103.2
55.3,103.2
55.32,103.2
55.33,103.2
55.35,103.2
55.36,103.2
55.38,103.2
55.4,103.2
55.41,103.2
55.43,103.2
55.44,103.2
55.46,103.2
55.48,103.2
55.49,103.2
55.51,103.2
55.52,103.2
55.54,103.2
55.56,103.2
55.57,103.2
55.59,103.2
55.6,103.2
55.62,103.2
55.64,103.2
55.65,103.2
55.67,103.2
55.68,103.2
55.7,103.2
55.71,103.2
55.73,103.2
55.75,103.2
55.76,103.2
55.78,103.2
55.79,103.2
55.81,103.2
55.83,103.2
55.84,103.2
55.85,103.2
55.86,103.2
55.88,103.2
55.91,103.2
55.92,103.2
55.94,103.2
55.95,103.2
55.97,103.2
55.98,103.2
56.0,103.2
56.02,103.2
56.03,103.2
56.05,103.2
56.06,103.2
56.08,103.2
56.1,103.2
56.11,103.2
56.12,103.2
56.14,103.2
56.16,103.2
56.18,103.2
56.19,103.2
56.21,103.2
56.22,103.2
56.24,103.2
56.26,103.2
56.27,103.2
56.29,103.2
56.3,103.2
56.32,103.2
56.34,103.2
56.35,103.2
56.37,103.2
56.38,103.2
56.4,103.2
56.43,103.2
56.45,103.2
56.46,103.2
56.48,103.2
56.49,103.2
56.5,103.2
56.52,103.2
56.53,103.2
56.54,103.2
56.56,103.2
56.57,103.2
56.58,103.2
56.6,103.2
56.62,103.2
56.64,103.2
56.65,103.2
56.66,103.2
56.67,103.2
56.68,103.2
56.7,103.2
56.71,103.2
56.73,103.2
56.75,103.2
56.76,103.2
56.78,103.2
56.8,103.2
56.81,103.2
56.83,103.2
56.84,103.2
56.86,103.2
56.87,103.2
56.88,103.2
56.89,103.2
56.9,103.2
56.92,103.2
56.93,103.2
56.94,103.2
56.95,103.2
56.96,103.2
56.98,103.2
57.0,103.2
57.02,103.2
57.03,103.2
57.05,103.2
57.06,103.2
57.08,103.2
57.1,103.2
57.11,103.2
57.13,103.2
57.14,103.2
57.16,103.2
57.17,103.2
57.19,103.2
57.21,103.2
57.22,103.2
57.24,103.2
57.25,103.2
57.27,103.2
57.29,103.2
57.3,103.2
57.32,103.2
57.33,103.2
57.34,103.2
57.36,103.2
57.38,103.2
57.4,103.2
57.41,103.2
57.43,103.2
57.45,103.2
57.47,103.2
57.48,103.2
57.49,103.2
57.51,103.2
57.53,103.2
57.54,103.2
57.56,103.2
57.57,103.2
57.59,103.2
57.61,103.2
57.62,103.2
57.64,103.2
57.65,103.2
57.67,103.2
57.68,103.2
57.7,103.2
57.72,103.2
57.73,103.2
57.75,103.2
57.76,103.2
57.78,103.2
57.8,103.2
57.81,103.2
57.83,103.2
57.84,103.2
57.86,103.2
57.88,103.2
57.89,103.2
57.91,103.2
57.93,103.2
57.94,103.2
57.95,103.2
57.96,103.2
57.97,103.2
57.98,103.2
58.0,103.2
58.02,103.2
58.03,103.2
58.05,103.2
58.06,103.2
58.08,103.2
58.1,103.2
58.11,103.2
58.13,103.2
58.15,103.2
58.16,103.2
58.18,103.2
58.19,103.2
58.2,103.2
58.22,103.2
58.24,103.2
58.26,103.2
58.27,103.2
58.28,103.2
58.3,103.2
58.32,103.2
58.33,103.2
58.35,103.2
58.37,103.2
58.38,103.2
58.4,103.2
58.42,103.2
58.45,103.2
58.46,103.2
58.48,103.2
58.49,103.2
58.51,103.2
58.53,103.2
58.54,103.2
58.56,103.2
58.57,103.2
58.6,103.2
58.62,103.2
58.64,103.2
58.65,103.2
58.67,103.2
58.69,103.2
58.7,103.2
58.72,103.2
58.73,103.2
58.75,103.2
58.76,103.2
58.78,103.2
58.8,103.2
58.82,103.2
58.83,103.2
58.86,103.2
58.88,103.2
58.89,103.2
58.91,103.2
58.92,103.2
58.94,103.2
58.95,103.2
58.97,103.2
58.99,103.2
59.0,103.2
59.02,103.2
59.04,103.2
59.05,103.2
59.07,103.2
59.08,103.2
59.1,103.2
59.12,103.2
59.13,103.2
59.15,103.2
59.16,103.2
59.18,103.2
59.2,103.2
59.21,103.2
59.23,103.2
59.24,103.2
59.26,103.2
59.28,103.2
59.29,103.2
59.31,103.2
59.32,103.2
59.34,103.2
59.36,103.2
59.37,103.2
59.39,103.2
59.4,103.2
59.42,103.2
59.43,103.2
59.45,103.2
59.47,103.2
59.48,103.2
59.5,103.2
59.52,103.2
59.53,103.2
59.55,103.2
59.56,103.2
59.58,103.2
59.59,103.2
59.61,103.2
59.62,103.2
59.64,103.2
59.66,103.2
59.69,103.2
59.7,103.2
59.72,103.2
59.74,103.2
59.75,103.2
59.77,103.2
59.78,103.2
59.8,103.2
59.82,103.2
59.83,103.2
59.85,103.2
59.86,103.2
59.88,103.2
59.9,103.2
59.91,103.2
59.93,103.2
59.94,103.2
59.96,103.2
59.98,103.2
59.99,103.2
